"Date","sulfate","nitrate","ID"
"2005-08-20",1.49,0.412,96
"2005-08-21",NA,NA,96
"2005-08-22",NA,NA,96
"2005-08-23",NA,NA,96
"2005-08-24",NA,NA,96
"2005-08-25",NA,NA,96
"2005-08-26",NA,NA,96
"2005-08-27",NA,NA,96
"2005-08-28",NA,NA,96
"2005-08-29",NA,NA,96
"2005-08-30",NA,NA,96
"2005-08-31",NA,NA,96
"2005-09-01",1.63,0.379,96
"2005-09-02",NA,NA,96
"2005-09-03",NA,NA,96
"2005-09-04",NA,NA,96
"2005-09-05",NA,NA,96
"2005-09-06",NA,NA,96
"2005-09-07",11,0.825,96
"2005-09-08",NA,NA,96
"2005-09-09",NA,NA,96
"2005-09-10",14.1,0.984,96
"2005-09-11",NA,NA,96
"2005-09-12",NA,NA,96
"2005-09-13",8.59,0.49,96
"2005-09-14",NA,NA,96
"2005-09-15",NA,NA,96
"2005-09-16",NA,NA,96
"2005-09-17",NA,NA,96
"2005-09-18",NA,NA,96
"2005-09-19",NA,NA,96
"2005-09-20",NA,NA,96
"2005-09-21",NA,NA,96
"2005-09-22",6.57,0.503,96
"2005-09-23",NA,NA,96
"2005-09-24",NA,NA,96
"2005-09-25",5.11,0.906,96
"2005-09-26",NA,NA,96
"2005-09-27",NA,NA,96
"2005-09-28",NA,NA,96
"2005-09-29",NA,NA,96
"2005-09-30",NA,NA,96
"2005-10-01",NA,NA,96
"2005-10-02",NA,NA,96
"2005-10-03",NA,NA,96
"2005-10-04",5.55,0.418,96
"2005-10-05",NA,NA,96
"2005-10-06",NA,NA,96
"2005-10-07",NA,NA,96
"2005-10-08",NA,NA,96
"2005-10-09",NA,NA,96
"2005-10-10",NA,NA,96
"2005-10-11",NA,NA,96
"2005-10-12",NA,NA,96
"2005-10-13",NA,NA,96
"2005-10-14",NA,NA,96
"2005-10-15",NA,NA,96
"2005-10-16",NA,NA,96
"2005-10-17",NA,NA,96
"2005-10-18",NA,NA,96
"2005-10-19",0.978,0.267,96
"2005-10-20",NA,NA,96
"2005-10-21",NA,NA,96
"2005-10-22",NA,NA,96
"2005-10-23",NA,NA,96
"2005-10-24",NA,NA,96
"2005-10-25",NA,NA,96
"2005-10-26",NA,NA,96
"2005-10-27",NA,NA,96
"2005-10-28",NA,NA,96
"2005-10-29",NA,NA,96
"2005-10-30",NA,NA,96
"2005-10-31",NA,NA,96
"2005-11-01",NA,NA,96
"2005-11-02",NA,NA,96
"2005-11-03",NA,NA,96
"2005-11-04",NA,NA,96
"2005-11-05",NA,NA,96
"2005-11-06",2.4,1.77,96
"2005-11-07",NA,NA,96
"2005-11-08",NA,NA,96
"2005-11-09",1.37,0.691,96
"2005-11-10",NA,NA,96
"2005-11-11",NA,NA,96
"2005-11-12",3.4,1.72,96
"2005-11-13",NA,NA,96
"2005-11-14",NA,NA,96
"2005-11-15",0.951,3.6,96
"2005-11-16",NA,NA,96
"2005-11-17",NA,NA,96
"2005-11-18",NA,NA,96
"2005-11-19",NA,NA,96
"2005-11-20",NA,NA,96
"2005-11-21",NA,NA,96
"2005-11-22",NA,NA,96
"2005-11-23",NA,NA,96
"2005-11-24",0.603,0.359,96
"2005-11-25",NA,NA,96
"2005-11-26",NA,NA,96
"2005-11-27",3.54,2.98,96
"2005-11-28",NA,NA,96
"2005-11-29",NA,NA,96
"2005-11-30",NA,NA,96
"2005-12-01",NA,NA,96
"2005-12-02",NA,NA,96
"2005-12-03",NA,NA,96
"2005-12-04",NA,NA,96
"2005-12-05",NA,NA,96
"2005-12-06",NA,NA,96
"2005-12-07",NA,NA,96
"2005-12-08",NA,NA,96
"2005-12-09",3.67,10.9,96
"2005-12-10",NA,NA,96
"2005-12-11",NA,NA,96
"2005-12-12",NA,NA,96
"2005-12-13",NA,NA,96
"2005-12-14",NA,NA,96
"2005-12-15",NA,NA,96
"2005-12-16",NA,NA,96
"2005-12-17",NA,NA,96
"2005-12-18",NA,NA,96
"2005-12-19",NA,NA,96
"2005-12-20",NA,NA,96
"2005-12-21",NA,NA,96
"2005-12-22",NA,NA,96
"2005-12-23",NA,NA,96
"2005-12-24",NA,NA,96
"2005-12-25",NA,NA,96
"2005-12-26",NA,NA,96
"2005-12-27",NA,NA,96
"2005-12-28",NA,NA,96
"2005-12-29",NA,NA,96
"2005-12-30",NA,NA,96
"2005-12-31",NA,NA,96
"2006-01-01",NA,NA,96
"2006-01-02",NA,NA,96
"2006-01-03",NA,NA,96
"2006-01-04",NA,NA,96
"2006-01-05",NA,NA,96
"2006-01-06",NA,NA,96
"2006-01-07",NA,NA,96
"2006-01-08",2.54,8.27,96
"2006-01-09",NA,NA,96
"2006-01-10",NA,NA,96
"2006-01-11",3.55,5.89,96
"2006-01-12",NA,NA,96
"2006-01-13",NA,NA,96
"2006-01-14",1.55,3.27,96
"2006-01-15",NA,NA,96
"2006-01-16",NA,NA,96
"2006-01-17",2.19,1.62,96
"2006-01-18",NA,NA,96
"2006-01-19",NA,NA,96
"2006-01-20",4.56,11.1,96
"2006-01-21",NA,NA,96
"2006-01-22",NA,NA,96
"2006-01-23",5.05,5.61,96
"2006-01-24",NA,NA,96
"2006-01-25",NA,NA,96
"2006-01-26",0.674,2.38,96
"2006-01-27",NA,NA,96
"2006-01-28",NA,NA,96
"2006-01-29",2.27,3.49,96
"2006-01-30",NA,NA,96
"2006-01-31",NA,NA,96
"2006-02-01",2.43,2.33,96
"2006-02-02",NA,NA,96
"2006-02-03",NA,NA,96
"2006-02-04",2.24,2.74,96
"2006-02-05",NA,NA,96
"2006-02-06",NA,NA,96
"2006-02-07",0.739,2.05,96
"2006-02-08",NA,NA,96
"2006-02-09",NA,NA,96
"2006-02-10",1.99,3.37,96
"2006-02-11",NA,NA,96
"2006-02-12",NA,NA,96
"2006-02-13",2.17,2.99,96
"2006-02-14",NA,NA,96
"2006-02-15",NA,NA,96
"2006-02-16",1,1.85,96
"2006-02-17",NA,NA,96
"2006-02-18",NA,NA,96
"2006-02-19",1.68,2.66,96
"2006-02-20",NA,NA,96
"2006-02-21",NA,NA,96
"2006-02-22",1.61,3.81,96
"2006-02-23",NA,NA,96
"2006-02-24",NA,NA,96
"2006-02-25",1.18,2.67,96
"2006-02-26",NA,NA,96
"2006-02-27",NA,NA,96
"2006-02-28",1.93,5.65,96
"2006-03-01",NA,NA,96
"2006-03-02",NA,NA,96
"2006-03-03",1.69,3.82,96
"2006-03-04",NA,NA,96
"2006-03-05",NA,NA,96
"2006-03-06",4.44,7.31,96
"2006-03-07",NA,NA,96
"2006-03-08",NA,NA,96
"2006-03-09",4.03,7.25,96
"2006-03-10",NA,NA,96
"2006-03-11",NA,NA,96
"2006-03-12",1.96,3.09,96
"2006-03-13",NA,NA,96
"2006-03-14",NA,NA,96
"2006-03-15",2.32,3.92,96
"2006-03-16",NA,NA,96
"2006-03-17",NA,NA,96
"2006-03-18",1.03,1.67,96
"2006-03-19",NA,NA,96
"2006-03-20",NA,NA,96
"2006-03-21",1.48,1.19,96
"2006-03-22",NA,NA,96
"2006-03-23",NA,NA,96
"2006-03-24",1.71,2.27,96
"2006-03-25",NA,NA,96
"2006-03-26",NA,NA,96
"2006-03-27",3.51,3.12,96
"2006-03-28",NA,NA,96
"2006-03-29",NA,NA,96
"2006-03-30",6.85,5.09,96
"2006-03-31",NA,NA,96
"2006-04-01",NA,NA,96
"2006-04-02",3.62,2.99,96
"2006-04-03",NA,NA,96
"2006-04-04",NA,NA,96
"2006-04-05",NA,NA,96
"2006-04-06",NA,NA,96
"2006-04-07",NA,NA,96
"2006-04-08",1.51,1.41,96
"2006-04-09",NA,NA,96
"2006-04-10",NA,NA,96
"2006-04-11",3.3,0.429,96
"2006-04-12",NA,NA,96
"2006-04-13",NA,NA,96
"2006-04-14",3.51,1.15,96
"2006-04-15",NA,NA,96
"2006-04-16",NA,NA,96
"2006-04-17",NA,NA,96
"2006-04-18",NA,NA,96
"2006-04-19",NA,NA,96
"2006-04-20",1.02,0.543,96
"2006-04-21",NA,NA,96
"2006-04-22",NA,NA,96
"2006-04-23",1.63,1.3,96
"2006-04-24",NA,NA,96
"2006-04-25",NA,NA,96
"2006-04-26",0.949,3.46,96
"2006-04-27",NA,NA,96
"2006-04-28",NA,NA,96
"2006-04-29",3.77,3.28,96
"2006-04-30",NA,NA,96
"2006-05-01",NA,NA,96
"2006-05-02",2.94,2.15,96
"2006-05-03",NA,NA,96
"2006-05-04",NA,NA,96
"2006-05-05",NA,NA,96
"2006-05-06",NA,NA,96
"2006-05-07",NA,NA,96
"2006-05-08",6.25,0.935,96
"2006-05-09",NA,NA,96
"2006-05-10",NA,NA,96
"2006-05-11",1.15,0.832,96
"2006-05-12",NA,NA,96
"2006-05-13",NA,NA,96
"2006-05-14",1.65,1.37,96
"2006-05-15",NA,NA,96
"2006-05-16",NA,NA,96
"2006-05-17",1.2,0.857,96
"2006-05-18",NA,NA,96
"2006-05-19",NA,NA,96
"2006-05-20",1.56,0.983,96
"2006-05-21",NA,NA,96
"2006-05-22",NA,NA,96
"2006-05-23",2.51,0.33,96
"2006-05-24",NA,NA,96
"2006-05-25",NA,NA,96
"2006-05-26",NA,NA,96
"2006-05-27",NA,NA,96
"2006-05-28",NA,NA,96
"2006-05-29",2.48,0.56,96
"2006-05-30",NA,NA,96
"2006-05-31",NA,NA,96
"2006-06-01",1.57,0.838,96
"2006-06-02",NA,NA,96
"2006-06-03",NA,NA,96
"2006-06-04",1.76,0.292,96
"2006-06-05",NA,NA,96
"2006-06-06",NA,NA,96
"2006-06-07",2.1,1.22,96
"2006-06-08",NA,NA,96
"2006-06-09",NA,NA,96
"2006-06-10",0.625,0.63,96
"2006-06-11",NA,NA,96
"2006-06-12",NA,NA,96
"2006-06-13",1.16,1.02,96
"2006-06-14",NA,NA,96
"2006-06-15",NA,NA,96
"2006-06-16",8.65,0.491,96
"2006-06-17",NA,NA,96
"2006-06-18",NA,NA,96
"2006-06-19",1.17,0.291,96
"2006-06-20",NA,NA,96
"2006-06-21",NA,NA,96
"2006-06-22",1.53,0.817,96
"2006-06-23",NA,NA,96
"2006-06-24",NA,NA,96
"2006-06-25",2.65,2.05,96
"2006-06-26",NA,NA,96
"2006-06-27",NA,NA,96
"2006-06-28",1.7,0.741,96
"2006-06-29",NA,NA,96
"2006-06-30",NA,NA,96
"2006-07-01",NA,0.571,96
"2006-07-02",NA,NA,96
"2006-07-03",NA,NA,96
"2006-07-04",2.66,0.748,96
"2006-07-05",NA,NA,96
"2006-07-06",NA,NA,96
"2006-07-07",NA,NA,96
"2006-07-08",NA,NA,96
"2006-07-09",NA,NA,96
"2006-07-10",6.1,1.26,96
"2006-07-11",NA,NA,96
"2006-07-12",NA,NA,96
"2006-07-13",10.5,5.28,96
"2006-07-14",NA,NA,96
"2006-07-15",NA,NA,96
"2006-07-16",2.73,0.501,96
"2006-07-17",NA,NA,96
"2006-07-18",NA,NA,96
"2006-07-19",3.6,0.613,96
"2006-07-20",NA,NA,96
"2006-07-21",NA,NA,96
"2006-07-22",0.795,0.592,96
"2006-07-23",NA,NA,96
"2006-07-24",NA,NA,96
"2006-07-25",3.3,0.328,96
"2006-07-26",NA,NA,96
"2006-07-27",NA,NA,96
"2006-07-28",5.53,0.855,96
"2006-07-29",NA,NA,96
"2006-07-30",NA,NA,96
"2006-07-31",NA,NA,96
"2006-08-01",NA,NA,96
"2006-08-02",NA,NA,96
"2006-08-03",NA,NA,96
"2006-08-04",NA,NA,96
"2006-08-05",NA,NA,96
"2006-08-06",10.2,0.475,96
"2006-08-07",NA,NA,96
"2006-08-08",NA,NA,96
"2006-08-09",2.26,0.707,96
"2006-08-10",NA,NA,96
"2006-08-11",NA,NA,96
"2006-08-12",NA,NA,96
"2006-08-13",NA,NA,96
"2006-08-14",NA,NA,96
"2006-08-15",NA,NA,96
"2006-08-16",NA,NA,96
"2006-08-17",NA,NA,96
"2006-08-18",9.43,3.44,96
"2006-08-19",NA,NA,96
"2006-08-20",NA,NA,96
"2006-08-21",2.78,0.621,96
"2006-08-22",NA,NA,96
"2006-08-23",NA,NA,96
"2006-08-24",7.47,0.534,96
"2006-08-25",NA,NA,96
"2006-08-26",NA,NA,96
"2006-08-27",11.3,3.27,96
"2006-08-28",NA,NA,96
"2006-08-29",NA,NA,96
"2006-08-30",3.56,1.43,96
"2006-08-31",NA,NA,96
"2006-09-01",NA,NA,96
"2006-09-02",3.78,1.86,96
"2006-09-03",NA,NA,96
"2006-09-04",NA,NA,96
"2006-09-05",2.71,1.32,96
"2006-09-06",NA,NA,96
"2006-09-07",NA,NA,96
"2006-09-08",3,0.495,96
"2006-09-09",NA,NA,96
"2006-09-10",NA,NA,96
"2006-09-11",NA,NA,96
"2006-09-12",NA,NA,96
"2006-09-13",NA,NA,96
"2006-09-14",NA,NA,96
"2006-09-15",NA,NA,96
"2006-09-16",NA,NA,96
"2006-09-17",3.27,0.469,96
"2006-09-18",NA,NA,96
"2006-09-19",NA,NA,96
"2006-09-20",0.605,0.468,96
"2006-09-21",NA,NA,96
"2006-09-22",NA,NA,96
"2006-09-23",1.43,0.845,96
"2006-09-24",NA,NA,96
"2006-09-25",NA,NA,96
"2006-09-26",1.49,0.656,96
"2006-09-27",NA,NA,96
"2006-09-28",NA,NA,96
"2006-09-29",1.16,0.316,96
"2006-09-30",NA,NA,96
"2006-10-01",NA,NA,96
"2006-10-02",NA,NA,96
"2006-10-03",NA,NA,96
"2006-10-04",NA,NA,96
"2006-10-05",NA,NA,96
"2006-10-06",NA,NA,96
"2006-10-07",NA,NA,96
"2006-10-08",4.53,0.72,96
"2006-10-09",NA,NA,96
"2006-10-10",NA,NA,96
"2006-10-11",NA,NA,96
"2006-10-12",NA,NA,96
"2006-10-13",NA,NA,96
"2006-10-14",0.454,0.428,96
"2006-10-15",NA,NA,96
"2006-10-16",NA,NA,96
"2006-10-17",1.82,2.17,96
"2006-10-18",NA,NA,96
"2006-10-19",NA,NA,96
"2006-10-20",1.65,2.19,96
"2006-10-21",NA,NA,96
"2006-10-22",NA,NA,96
"2006-10-23",1.19,1.15,96
"2006-10-24",NA,NA,96
"2006-10-25",NA,NA,96
"2006-10-26",2.07,3.42,96
"2006-10-27",NA,NA,96
"2006-10-28",NA,NA,96
"2006-10-29",0.773,0.935,96
"2006-10-30",NA,NA,96
"2006-10-31",NA,NA,96
"2006-11-01",0.763,1.29,96
"2006-11-02",NA,NA,96
"2006-11-03",NA,NA,96
"2006-11-04",1.41,3.26,96
"2006-11-05",NA,NA,96
"2006-11-06",NA,NA,96
"2006-11-07",4.62,8.97,96
"2006-11-08",NA,NA,96
"2006-11-09",NA,NA,96
"2006-11-10",0.848,0.885,96
"2006-11-11",NA,NA,96
"2006-11-12",NA,NA,96
"2006-11-13",2.56,4.23,96
"2006-11-14",NA,NA,96
"2006-11-15",NA,NA,96
"2006-11-16",3.03,3.41,96
"2006-11-17",NA,NA,96
"2006-11-18",NA,NA,96
"2006-11-19",1.89,1.37,96
"2006-11-20",NA,NA,96
"2006-11-21",NA,NA,96
"2006-11-22",1.89,5.39,96
"2006-11-23",NA,NA,96
"2006-11-24",NA,NA,96
"2006-11-25",4.68,9.77,96
"2006-11-26",NA,NA,96
"2006-11-27",NA,NA,96
"2006-11-28",2.8,1.82,96
"2006-11-29",NA,NA,96
"2006-11-30",NA,NA,96
"2006-12-01",1.05,1.74,96
"2006-12-02",NA,NA,96
"2006-12-03",NA,NA,96
"2006-12-04",1.62,2.13,96
"2006-12-05",NA,NA,96
"2006-12-06",NA,NA,96
"2006-12-07",NA,NA,96
"2006-12-08",NA,NA,96
"2006-12-09",NA,NA,96
"2006-12-10",0.822,2.14,96
"2006-12-11",NA,NA,96
"2006-12-12",NA,NA,96
"2006-12-13",3.58,6.3,96
"2006-12-14",NA,NA,96
"2006-12-15",NA,NA,96
"2006-12-16",NA,NA,96
"2006-12-17",NA,NA,96
"2006-12-18",NA,NA,96
"2006-12-19",NA,NA,96
"2006-12-20",NA,NA,96
"2006-12-21",NA,NA,96
"2006-12-22",1.78,1.99,96
"2006-12-23",NA,NA,96
"2006-12-24",NA,NA,96
"2006-12-25",NA,NA,96
"2006-12-26",NA,NA,96
"2006-12-27",NA,NA,96
"2006-12-28",NA,NA,96
"2006-12-29",NA,NA,96
"2006-12-30",NA,NA,96
"2006-12-31",NA,NA,96
"2007-01-01",NA,NA,96
"2007-01-02",NA,NA,96
"2007-01-03",0.605,1.97,96
"2007-01-04",NA,NA,96
"2007-01-05",NA,NA,96
"2007-01-06",1.9,4.91,96
"2007-01-07",NA,NA,96
"2007-01-08",NA,NA,96
"2007-01-09",0.885,2.39,96
"2007-01-10",NA,NA,96
"2007-01-11",NA,NA,96
"2007-01-12",2.59,6.02,96
"2007-01-13",NA,NA,96
"2007-01-14",NA,NA,96
"2007-01-15",1.24,2.09,96
"2007-01-16",NA,NA,96
"2007-01-17",NA,NA,96
"2007-01-18",2.57,6.47,96
"2007-01-19",NA,NA,96
"2007-01-20",NA,NA,96
"2007-01-21",2.79,7.78,96
"2007-01-22",NA,NA,96
"2007-01-23",NA,NA,96
"2007-01-24",3.98,13.5,96
"2007-01-25",NA,NA,96
"2007-01-26",NA,NA,96
"2007-01-27",0.908,1.54,96
"2007-01-28",NA,NA,96
"2007-01-29",NA,NA,96
"2007-01-30",NA,NA,96
"2007-01-31",NA,NA,96
"2007-02-01",NA,NA,96
"2007-02-02",1.03,2.19,96
"2007-02-03",NA,NA,96
"2007-02-04",NA,NA,96
"2007-02-05",1.22,2.77,96
"2007-02-06",NA,NA,96
"2007-02-07",NA,NA,96
"2007-02-08",1.02,2.74,96
"2007-02-09",NA,NA,96
"2007-02-10",NA,NA,96
"2007-02-11",1.63,6.46,96
"2007-02-12",NA,NA,96
"2007-02-13",NA,NA,96
"2007-02-14",NA,NA,96
"2007-02-15",NA,NA,96
"2007-02-16",NA,NA,96
"2007-02-17",NA,NA,96
"2007-02-18",NA,NA,96
"2007-02-19",NA,NA,96
"2007-02-20",1.28,10.9,96
"2007-02-21",NA,NA,96
"2007-02-22",NA,NA,96
"2007-02-23",1.93,3.25,96
"2007-02-24",NA,NA,96
"2007-02-25",NA,NA,96
"2007-02-26",NA,NA,96
"2007-02-27",NA,NA,96
"2007-02-28",NA,NA,96
"2007-03-01",4,5.98,96
"2007-03-02",NA,NA,96
"2007-03-03",NA,NA,96
"2007-03-04",1.58,4.41,96
"2007-03-05",NA,NA,96
"2007-03-06",NA,NA,96
"2007-03-07",2.63,10.4,96
"2007-03-08",NA,NA,96
"2007-03-09",NA,NA,96
"2007-03-10",NA,NA,96
"2007-03-11",NA,NA,96
"2007-03-12",NA,NA,96
"2007-03-13",NA,1.93,96
"2007-03-14",NA,NA,96
"2007-03-15",NA,NA,96
"2007-03-16",3.99,4.77,96
"2007-03-17",NA,NA,96
"2007-03-18",NA,NA,96
"2007-03-19",2.14,5.03,96
"2007-03-20",NA,NA,96
"2007-03-21",NA,NA,96
"2007-03-22",1.56,1.92,96
"2007-03-23",NA,NA,96
"2007-03-24",NA,NA,96
"2007-03-25",2.78,1.16,96
"2007-03-26",NA,NA,96
"2007-03-27",NA,NA,96
"2007-03-28",NA,3.28,96
"2007-03-29",NA,NA,96
"2007-03-30",NA,NA,96
"2007-03-31",3.14,4.03,96
"2007-04-01",NA,NA,96
"2007-04-02",NA,NA,96
"2007-04-03",2.22,1.72,96
"2007-04-04",NA,NA,96
"2007-04-05",NA,NA,96
"2007-04-06",1.23,0.895,96
"2007-04-07",NA,NA,96
"2007-04-08",NA,NA,96
"2007-04-09",2.04,2.64,96
"2007-04-10",NA,NA,96
"2007-04-11",NA,NA,96
"2007-04-12",NA,NA,96
"2007-04-13",NA,NA,96
"2007-04-14",NA,NA,96
"2007-04-15",3.02,4.51,96
"2007-04-16",NA,NA,96
"2007-04-17",NA,NA,96
"2007-04-18",2.4,1.15,96
"2007-04-19",NA,NA,96
"2007-04-20",NA,NA,96
"2007-04-21",6.18,2.01,96
"2007-04-22",NA,NA,96
"2007-04-23",NA,NA,96
"2007-04-24",2.05,2.71,96
"2007-04-25",NA,NA,96
"2007-04-26",NA,NA,96
"2007-04-27",NA,NA,96
"2007-04-28",NA,NA,96
"2007-04-29",NA,NA,96
"2007-04-30",NA,0.275,96
"2007-05-01",NA,NA,96
"2007-05-02",NA,NA,96
"2007-05-03",3,3.17,96
"2007-05-04",NA,NA,96
"2007-05-05",NA,NA,96
"2007-05-06",1.59,0.352,96
"2007-05-07",NA,NA,96
"2007-05-08",NA,NA,96
"2007-05-09",1.78,0.574,96
"2007-05-10",NA,NA,96
"2007-05-11",NA,NA,96
"2007-05-12",0.812,0.287,96
"2007-05-13",NA,NA,96
"2007-05-14",NA,NA,96
"2007-05-15",2.8,1.96,96
"2007-05-16",NA,NA,96
"2007-05-17",NA,NA,96
"2007-05-18",1.58,0.839,96
"2007-05-19",NA,NA,96
"2007-05-20",NA,NA,96
"2007-05-21",3.55,1.36,96
"2007-05-22",NA,NA,96
"2007-05-23",NA,NA,96
"2007-05-24",3.51,0.55,96
"2007-05-25",NA,NA,96
"2007-05-26",NA,NA,96
"2007-05-27",1.51,1.26,96
"2007-05-28",NA,NA,96
"2007-05-29",NA,NA,96
"2007-05-30",NA,NA,96
"2007-05-31",NA,NA,96
"2007-06-01",NA,NA,96
"2007-06-02",1.53,0.373,96
"2007-06-03",NA,NA,96
"2007-06-04",NA,NA,96
"2007-06-05",1.68,0.342,96
"2007-06-06",NA,NA,96
"2007-06-07",NA,NA,96
"2007-06-08",1.5,0.25,96
"2007-06-09",NA,NA,96
"2007-06-10",NA,NA,96
"2007-06-11",7.94,1.19,96
"2007-06-12",NA,NA,96
"2007-06-13",NA,NA,96
"2007-06-14",5.39,0.738,96
"2007-06-15",NA,NA,96
"2007-06-16",NA,NA,96
"2007-06-17",10.3,1.07,96
"2007-06-18",NA,NA,96
"2007-06-19",NA,NA,96
"2007-06-20",2.2,0.679,96
"2007-06-21",NA,NA,96
"2007-06-22",NA,NA,96
"2007-06-23",3.32,1.98,96
"2007-06-24",NA,NA,96
"2007-06-25",NA,NA,96
"2007-06-26",NA,NA,96
"2007-06-27",NA,NA,96
"2007-06-28",NA,NA,96
"2007-06-29",1.29,0.384,96
"2007-06-30",NA,NA,96
"2007-07-01",NA,NA,96
"2007-07-02",NA,0.454,96
"2007-07-03",NA,NA,96
"2007-07-04",NA,NA,96
"2007-07-05",2.11,0.687,96
"2007-07-06",NA,NA,96
"2007-07-07",NA,NA,96
"2007-07-08",NA,NA,96
"2007-07-09",NA,NA,96
"2007-07-10",NA,NA,96
"2007-07-11",0.937,0.215,96
"2007-07-12",NA,NA,96
"2007-07-13",NA,NA,96
"2007-07-14",NA,NA,96
"2007-07-15",NA,NA,96
"2007-07-16",NA,NA,96
"2007-07-17",NA,NA,96
"2007-07-18",NA,NA,96
"2007-07-19",NA,NA,96
"2007-07-20",NA,0.16,96
"2007-07-21",NA,NA,96
"2007-07-22",NA,NA,96
"2007-07-23",4.27,0.62,96
"2007-07-24",NA,NA,96
"2007-07-25",NA,NA,96
"2007-07-26",12.4,0.721,96
"2007-07-27",NA,NA,96
"2007-07-28",NA,NA,96
"2007-07-29",4.97,0.557,96
"2007-07-30",NA,NA,96
"2007-07-31",NA,NA,96
"2007-08-01",7.61,0.862,96
"2007-08-02",NA,NA,96
"2007-08-03",NA,NA,96
"2007-08-04",NA,NA,96
"2007-08-05",NA,NA,96
"2007-08-06",NA,NA,96
"2007-08-07",2.61,0.389,96
"2007-08-08",NA,NA,96
"2007-08-09",NA,NA,96
"2007-08-10",1.63,0.449,96
"2007-08-11",NA,NA,96
"2007-08-12",NA,NA,96
"2007-08-13",3.92,1.18,96
"2007-08-14",NA,NA,96
"2007-08-15",NA,NA,96
"2007-08-16",NA,NA,96
"2007-08-17",NA,NA,96
"2007-08-18",NA,NA,96
"2007-08-19",NA,NA,96
"2007-08-20",NA,NA,96
"2007-08-21",NA,NA,96
"2007-08-22",2.4,0.439,96
"2007-08-23",NA,NA,96
"2007-08-24",NA,NA,96
"2007-08-25",1.71,0.586,96
"2007-08-26",NA,NA,96
"2007-08-27",NA,NA,96
"2007-08-28",NA,NA,96
"2007-08-29",NA,NA,96
"2007-08-30",NA,NA,96
"2007-08-31",2.3,0.705,96
"2007-09-01",NA,NA,96
"2007-09-02",NA,NA,96
"2007-09-03",5.55,0.986,96
"2007-09-04",NA,NA,96
"2007-09-05",NA,NA,96
"2007-09-06",2.72,0.557,96
"2007-09-07",NA,NA,96
"2007-09-08",NA,NA,96
"2007-09-09",NA,0.393,96
"2007-09-10",NA,NA,96
"2007-09-11",NA,NA,96
"2007-09-12",NA,NA,96
"2007-09-13",NA,NA,96
"2007-09-14",NA,NA,96
"2007-09-15",0.583,0.574,96
"2007-09-16",NA,NA,96
"2007-09-17",NA,NA,96
"2007-09-18",3.97,0.328,96
"2007-09-19",NA,NA,96
"2007-09-20",NA,NA,96
"2007-09-21",7.44,0.662,96
"2007-09-22",NA,NA,96
"2007-09-23",NA,NA,96
"2007-09-24",NA,0.361,96
"2007-09-25",NA,NA,96
"2007-09-26",NA,NA,96
"2007-09-27",NA,NA,96
"2007-09-28",NA,NA,96
"2007-09-29",NA,NA,96
"2007-09-30",4.08,0.56,96
"2007-10-01",NA,NA,96
"2007-10-02",NA,NA,96
"2007-10-03",0.695,0.271,96
"2007-10-04",NA,NA,96
"2007-10-05",NA,NA,96
"2007-10-06",4.71,0.517,96
"2007-10-07",NA,NA,96
"2007-10-08",NA,NA,96
"2007-10-09",NA,NA,96
"2007-10-10",NA,NA,96
"2007-10-11",NA,NA,96
"2007-10-12",3.18,2,96
"2007-10-13",NA,NA,96
"2007-10-14",NA,NA,96
"2007-10-15",NA,NA,96
"2007-10-16",NA,NA,96
"2007-10-17",NA,NA,96
"2007-10-18",0.859,0.216,96
"2007-10-19",NA,NA,96
"2007-10-20",NA,NA,96
"2007-10-21",1.61,0.244,96
"2007-10-22",NA,NA,96
"2007-10-23",NA,NA,96
"2007-10-24",0.679,0.251,96
"2007-10-25",NA,NA,96
"2007-10-26",NA,NA,96
"2007-10-27",0.951,3.21,96
"2007-10-28",NA,NA,96
"2007-10-29",NA,NA,96
"2007-10-30",NA,NA,96
"2007-10-31",NA,NA,96
"2007-11-01",NA,NA,96
"2007-11-02",NA,NA,96
"2007-11-03",NA,NA,96
"2007-11-04",NA,NA,96
"2007-11-05",0.92,0.605,96
"2007-11-06",NA,NA,96
"2007-11-07",NA,NA,96
"2007-11-08",NA,NA,96
"2007-11-09",NA,NA,96
"2007-11-10",NA,NA,96
"2007-11-11",5.5,3.43,96
"2007-11-12",NA,NA,96
"2007-11-13",NA,NA,96
"2007-11-14",NA,NA,96
"2007-11-15",NA,NA,96
"2007-11-16",NA,NA,96
"2007-11-17",2.23,5.21,96
"2007-11-18",NA,NA,96
"2007-11-19",NA,NA,96
"2007-11-20",NA,NA,96
"2007-11-21",NA,NA,96
"2007-11-22",NA,NA,96
"2007-11-23",NA,NA,96
"2007-11-24",NA,NA,96
"2007-11-25",NA,NA,96
"2007-11-26",3.49,5.43,96
"2007-11-27",NA,NA,96
"2007-11-28",NA,NA,96
"2007-11-29",NA,NA,96
"2007-11-30",NA,NA,96
"2007-12-01",NA,NA,96
"2007-12-02",1.82,4.65,96
"2007-12-03",NA,NA,96
"2007-12-04",NA,NA,96
"2007-12-05",0.673,2.06,96
"2007-12-06",NA,NA,96
"2007-12-07",NA,NA,96
"2007-12-08",NA,NA,96
"2007-12-09",NA,NA,96
"2007-12-10",NA,NA,96
"2007-12-11",NA,NA,96
"2007-12-12",NA,NA,96
"2007-12-13",NA,NA,96
"2007-12-14",NA,3.02,96
"2007-12-15",NA,NA,96
"2007-12-16",NA,NA,96
